Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Kappeler P.M., Pozzi L.","7003421040;15030284100;","Evolutionary transitions toward pair living in nonhuman primates as stepping stones toward more complex societies",2019,"Science Advances","5","12", eaay1276,"","",,,"10.1126/sciadv.aay1276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076715562&doi=10.1126%2fsciadv.aay1276&partnerID=40&md5=42aa89bc391d04ed3d51387b292f05b3","Behavioral Ecology and Sociobiology Unit, German Primate Center–Leibniz Institute for Primate Research, Göttingen, Germany; Department of Sociobiology/Anthropology, University of Göttingen, Göttingen, Germany; Department of Anthropology, University of Texas at San Antonio, San Antonio, TX, United States","Kappeler, P.M., Behavioral Ecology and Sociobiology Unit, German Primate Center–Leibniz Institute for Primate Research, Göttingen, Germany, Department of Sociobiology/Anthropology, University of Göttingen, Göttingen, Germany; Pozzi, L., Department of Anthropology, University of Texas at San Antonio, San Antonio, TX, United States","Kappeler, P.M.; Behavioral Ecology and Sociobiology Unit, German Primate Center–Leibniz Institute for Primate ResearchGermany; email: pkappel@gwdg.de",,"American Association for the Advancement of Science",23752548,,,,"English","Sci. Adv.",Article,"Final",Open Access,Scopus,2-s2.0-85076715562
"Brissette B., Ringstad N.","57212218149;6602610736;","Insulin-like Peptides as Agents of Social Change",2019,"Neuron","104","6",,"1027","1028",,,"10.1016/j.neuron.2019.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076243322&doi=10.1016%2fj.neuron.2019.12.001&partnerID=40&md5=edea1f9429e23004ad07bc1bb6a3184d","Department of Cell Biology, Skirball Institute, NYU School of Medicine, New York, NY  10016, United States; Neuroscience Institute, NYU School of Medicine, New York, NY  10016, United States","Brissette, B., Department of Cell Biology, Skirball Institute, NYU School of Medicine, New York, NY  10016, United States, Neuroscience Institute, NYU School of Medicine, New York, NY  10016, United States; Ringstad, N., Department of Cell Biology, Skirball Institute, NYU School of Medicine, New York, NY  10016, United States, Neuroscience Institute, NYU School of Medicine, New York, NY  10016, United States","Ringstad, N.; Department of Cell Biology, Skirball Institute, NYU School of MedicineUnited States; email: niels.ringstad@med.nyu.edu",,"Cell Press",08966273,,NERNE,"31951533","English","Neuron",Article,"Final",,Scopus,2-s2.0-85076243322
"Lenfesty H.L., Morgan T.J.H.","56845794900;41561858700;","By Reverence, Not Fear: Prestige, Religion, and Autonomic Regulation in the Evolution of Cooperation",2019,"Frontiers in Psychology","10",, 2750,"","",,,"10.3389/fpsyg.2019.02750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077449447&doi=10.3389%2ffpsyg.2019.02750&partnerID=40&md5=163af4bd402a2571d4e403b50b6a5dad","School of Human Evolution and Social Change, Arizona State University, Tempe, AZ, United States; Institute of Human Origins, Arizona State University, Tempe, AZ, United States","Lenfesty, H.L., School of Human Evolution and Social Change, Arizona State University, Tempe, AZ, United States, Institute of Human Origins, Arizona State University, Tempe, AZ, United States; Morgan, T.J.H., School of Human Evolution and Social Change, Arizona State University, Tempe, AZ, United States, Institute of Human Origins, Arizona State University, Tempe, AZ, United States","Lenfesty, H.L.; School of Human Evolution and Social Change, Arizona State UniversityUnited States; email: hlenfesty@gmail.com",,"Frontiers Media S.A.",16641078,,,,"English","Front. Psychol.",Article,"Final",Open Access,Scopus,2-s2.0-85077449447
"Tianli Z., Fei W., Xiao Y., Pingsen M., Shixiang G., Shaoyun B., Youyang L.","57212672415;57212673392;57213982293;57212675048;57212672100;57212679497;57212681548;","Identification and remediation countermeasures of the Agriculture water problem in Qilu lake basin",2019,"IOP Conference Series: Earth and Environmental Science","376","1", 012063,"","",,,"10.1088/1755-1315/376/1/012063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077327022&doi=10.1088%2f1755-1315%2f376%2f1%2f012063&partnerID=40&md5=71fce94339b7fa1b929074e630f5937e","Yunnan Water Conservancy and Hydroelectric Survey Design and Research Institute, Kunming, 650021, China; Kunming Longhui Designning Group, Kunming, 650033, China","Tianli, Z., Yunnan Water Conservancy and Hydroelectric Survey Design and Research Institute, Kunming, 650021, China; Fei, W., Kunming Longhui Designning Group, Kunming, 650033, China; Xiao, Y., Yunnan Water Conservancy and Hydroelectric Survey Design and Research Institute, Kunming, 650021, China; Pingsen, M., Yunnan Water Conservancy and Hydroelectric Survey Design and Research Institute, Kunming, 650021, China; Shixiang, G., Yunnan Water Conservancy and Hydroelectric Survey Design and Research Institute, Kunming, 650021, China; Shaoyun, B., Yunnan Water Conservancy and Hydroelectric Survey Design and Research Institute, Kunming, 650021, China; Youyang, L., Yunnan Water Conservancy and Hydroelectric Survey Design and Research Institute, Kunming, 650021, China","Shixiang, G.; Yunnan Water Conservancy and Hydroelectric Survey Design and Research InstituteChina; email: gushxang@qq.com",,"Institute of Physics Publishing",17551307,,,,"English","IOP Conf. Ser. Earth Environ. Sci.",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85077327022
"Stankovski T., Pereira T., McClintock P.V.E., Stefanovska A.","54781777400;56027158200;24289975300;7004797655;","Coupling functions: Dynamical interaction mechanisms in the physical, biological and social sciences",2019,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","377","2160", 20190039,"","",,,"10.1098/rsta.2019.0039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074176905&doi=10.1098%2frsta.2019.0039&partnerID=40&md5=bad4e55778c13505db22eb59c202924f","Department of Physics, Lancaster University, Lancaster, LA1 4YB, United Kingdom; Faculty of Medicine, Ss Cyril and Methodius University, Skopje, 1000, North Macedonia; Department of Mathematics, Imperial College London, London, SW7 2AZ, United Kingdom; Institute of Mathematical and Computer Sciences, University of Sao Paulo, Sao Carlos, 13566-590, Brazil","Stankovski, T., Department of Physics, Lancaster University, Lancaster, LA1 4YB, United Kingdom, Faculty of Medicine, Ss Cyril and Methodius University, Skopje, 1000, North Macedonia; Pereira, T., Department of Mathematics, Imperial College London, London, SW7 2AZ, United Kingdom, Institute of Mathematical and Computer Sciences, University of Sao Paulo, Sao Carlos, 13566-590, Brazil; McClintock, P.V.E., Department of Physics, Lancaster University, Lancaster, LA1 4YB, United Kingdom; Stefanovska, A., Department of Physics, Lancaster University, Lancaster, LA1 4YB, United Kingdom","Stankovski, T.; Department of Physics, Lancaster UniversityUnited Kingdom; email: t.stankovski@ukim.edu.mk",,"Royal Society Publishing",1364503X,,,"31656134","English","Philos. Trans. R. Soc. A Math. Phys. Eng. Sci.",Review,"Final",Open Access,Scopus,2-s2.0-85074176905
"Kuramoto Y., Nakao H.","24561343900;7202405416;","On the concept of dynamical reduction: The case of coupled oscillators",2019,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","377","2160", 20190041,"","",,1,"10.1098/rsta.2019.0041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074155507&doi=10.1098%2frsta.2019.0041&partnerID=40&md5=1aec6b44e45879cba338fba7127cb649","Department of Physics, Kyoto University, Kyoto, 606-8502, Japan; Department of Systems and Control Engineering, Tokyo Institute of Technology, Tokyo, 152-8552, Japan","Kuramoto, Y., Department of Physics, Kyoto University, Kyoto, 606-8502, Japan; Nakao, H., Department of Systems and Control Engineering, Tokyo Institute of Technology, Tokyo, 152-8552, Japan","Nakao, H.; Department of Systems and Control Engineering, Tokyo Institute of TechnologyJapan; email: nakao@sc.e.titech.ac.jp",,"Royal Society Publishing",1364503X,,,"31656146","English","Philos. Trans. R. Soc. A Math. Phys. Eng. Sci.",Review,"Final",,Scopus,2-s2.0-85074155507
"Nag Chowdhury S., Majhi S., Ghosh D., Prasad A.","57211096830;57144015200;56225913500;57203322506;","Convergence of chaotic attractors due to interaction based on closeness",2019,"Physics Letters, Section A: General, Atomic and Solid State Physics","383","35", 125997,"","",,,"10.1016/j.physleta.2019.125997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072645353&doi=10.1016%2fj.physleta.2019.125997&partnerID=40&md5=2003ae32be2a8a88e414a8f83bebe540","Physics and Applied Mathematics Unit, Indian Statistical Institute, 203 B. T. Road, Kolkata, 700108, India; Department of Physics and Astrophysics, University of Delhi, Delhi, 110007, India","Nag Chowdhury, S., Physics and Applied Mathematics Unit, Indian Statistical Institute, 203 B. T. Road, Kolkata, 700108, India; Majhi, S., Physics and Applied Mathematics Unit, Indian Statistical Institute, 203 B. T. Road, Kolkata, 700108, India; Ghosh, D., Physics and Applied Mathematics Unit, Indian Statistical Institute, 203 B. T. Road, Kolkata, 700108, India; Prasad, A., Department of Physics and Astrophysics, University of Delhi, Delhi, 110007, India","Ghosh, D.; Physics and Applied Mathematics Unit, Indian Statistical Institute, 203 B. T. Road, India; email: dibakar@isical.ac.in",,"Elsevier B.V.",03759601,,PYLAA,,"English","Phys Lett Sect A Gen At Solid State Phys",Article,"Final",,Scopus,2-s2.0-85072645353
"Kayser K., Armbruster D.","57204784556;7005165904;","Social optima of need-based transfers",2019,"Physica A: Statistical Mechanics and its Applications","536",, 121011,"","",,,"10.1016/j.physa.2019.04.247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065594483&doi=10.1016%2fj.physa.2019.04.247&partnerID=40&md5=3bba266f3c28a41719d06d622d1dfc1e","Department of Mathematics and Actuarial Science, Otterbein University, WestervilleOH  43081, United States; School of Mathematical and Statistical Sciences, Arizona State University, TempeAZ 85287–1804, United States","Kayser, K., Department of Mathematics and Actuarial Science, Otterbein University, WestervilleOH  43081, United States; Armbruster, D., School of Mathematical and Statistical Sciences, Arizona State University, TempeAZ 85287–1804, United States","Kayser, K.; Department of Mathematics and Actuarial Science, Otterbein University, Westerville, United States; email: kayser1@otterbein.edu",,"Elsevier B.V.",03784371,,PHYAD,,"English","Phys A Stat Mech Appl",Article,"Final",,Scopus,2-s2.0-85065594483
"Zhao J., Luo C.","57210135773;55223545500;","The effect of preferential teaching and memory on cooperation clusters in interdependent networks",2019,"Applied Mathematics and Computation","363",, 124575,"","",,2,"10.1016/j.amc.2019.124575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069599991&doi=10.1016%2fj.amc.2019.124575&partnerID=40&md5=8753c1e1eb705cfa92b5e5498f99cac4","School of Information Science and Engineering, Shandong Normal University, Jinan, 250014, China; Shandong Provincial Key Laboratory for Novel Distributed Computer Software Technology, Jinan, 250014, China","Zhao, J., School of Information Science and Engineering, Shandong Normal University, Jinan, 250014, China; Luo, C., School of Information Science and Engineering, Shandong Normal University, Jinan, 250014, China, Shandong Provincial Key Laboratory for Novel Distributed Computer Software Technology, Jinan, 250014, China","Luo, C.; School of Information Science and Engineering, Shandong Normal UniversityChina; email: cluo79@gmail.com",,"Elsevier Inc.",00963003,,AMHCB,,"English","Appl. Math. Comput.",Article,"Final",,Scopus,2-s2.0-85069599991
"Cornilleau L.","57190071602;","Magicians at work: Modelers as institutional entrepreneurs in the global governance of agriculture and food security",2019,"Science and Technology Studies","32","4",,"58","77",,,"10.23987/sts.65187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078089286&doi=10.23987%2fsts.65187&partnerID=40&md5=e6a8a37ee143b96a8d05f036376a54de","Laboratoire Interdisciplinaire Sciences Innovations Sociétés, Paris-Est University and Centre de Sociologie des Organisations, Sciences Po, France","Cornilleau, L., Laboratoire Interdisciplinaire Sciences Innovations Sociétés, Paris-Est University and Centre de Sociologie des Organisations, Sciences Po, France","Cornilleau, L.; Laboratoire Interdisciplinaire Sciences Innovations Sociétés, Paris-Est University and Centre de Sociologie des OrganisationsFrance; email: lise.cornilleau@sciencespo.fr",,"Finnish Society for Science and Technology Studies",22434690,,,,"English","Sci. Technol. Stud.",Article,"Final",Open Access,Scopus,2-s2.0-85078089286
"Mehran J., Olya H.G.T.","57193673281;57193663496;","Progress on outbound tourism expenditure research: A review",2019,"Current Issues in Tourism","22","20",,"2511","2537",,2,"10.1080/13683500.2018.1517734","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053234879&doi=10.1080%2f13683500.2018.1517734&partnerID=40&md5=26b839cd6ecc48e195571f505073c92f","Faculty of Tourism, Eastern Mediterranean University, Gazimagusa, Cyprus; Sheffield University Management School, Sheffield, United Kingdom","Mehran, J., Faculty of Tourism, Eastern Mediterranean University, Gazimagusa, Cyprus; Olya, H.G.T., Sheffield University Management School, Sheffield, United Kingdom","Olya, H.G.T.; Sheffield University Management SchoolUnited Kingdom; email: h.olya@sheffield.ac.uk",,"Routledge",13683500,,,,"English","Curr. Issues Tour.",Review,"Final",,Scopus,2-s2.0-85053234879
"Horton R.","57193461560;","Offline: What is the point of gender equality anyway?",2019,"The Lancet","394","10215",,"2136","",,,"10.1016/S0140-6736(19)33095-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076178254&doi=10.1016%2fS0140-6736%2819%2933095-8&partnerID=40&md5=92ebf7d1dbaab18c6126cbb5f01b311e",,"Horton, R.",,,"Lancet Publishing Group",01406736,,LANCA,"31839182","English","Lancet",Note,"Final",Open Access,Scopus,2-s2.0-85076178254
"Renninger S.L.","6603294676;","Cell types exposed by social scent",2019,"Science","366","6471",,"1311","1312",,,"10.1126/science.aaz8969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076395350&doi=10.1126%2fscience.aaz8969&partnerID=40&md5=68cf182dbe3dcd56c0fb0879e553e301","Champalimaud Research, Champalimaud Centre for the Unknown, Lisbon, 1400–038, Portugal","Renninger, S.L., Champalimaud Research, Champalimaud Centre for the Unknown, Lisbon, 1400–038, Portugal","Renninger, S.L.; Champalimaud Research, Champalimaud Centre for the UnknownPortugal; email: sabine.renninger@neuro.fchampalimaud.org",,"American Association for the Advancement of Science",00368075,,SCIEA,"31831656","English","Sci.",Short Survey,"Final",,Scopus,2-s2.0-85076395350
"Huang D.-W.","7403890464;","Fluctuation and evolution of research topics",2019,"Journal of Physics: Conference Series","1391","1", 012098,"","",,,"10.1088/1742-6596/1391/1/012098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077818688&doi=10.1088%2f1742-6596%2f1391%2f1%2f012098&partnerID=40&md5=350a7b97059c0999024dcea1854c9427","Department of Physics, Chung Yuan Christian University, Chung-li, Taiwan","Huang, D.-W., Department of Physics, Chung Yuan Christian University, Chung-li, Taiwan","Huang, D.-W.; Department of Physics, Chung Yuan Christian UniversityTaiwan; email: dwhuang@cycu.edu.tw","Vlachos D.S.","Institute of Physics Publishing",17426588,,,,"English","J. Phys. Conf. Ser.",Conference Paper,"Final",Open Access,Scopus,2-s2.0-85077818688
"Ronellenfitsch H., Katifori E.","55929918600;22950561300;","Phenotypes of Vascular Flow Networks",2019,"Physical Review Letters","123","24", 248101,"","",,,"10.1103/PhysRevLett.123.248101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076576031&doi=10.1103%2fPhysRevLett.123.248101&partnerID=40&md5=204fd8f96cab593bc5d050c2ddae969f","Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA  02139, United States; Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA  19104, United States","Ronellenfitsch, H., Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA  02139, United States, Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA  19104, United States; Katifori, E., Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA  19104, United States",,,"American Physical Society",00319007,,PRLTA,"31922876","English","Phys Rev Lett",Article,"Final",,Scopus,2-s2.0-85076576031
"Wang C., Lu F.-H., Sun Q., Zuo L.-S., Geng H.-J.","55850809600;57201447500;57201448587;57201446280;57210862876;","How do policies take effect in the development of the urban mining industry? A local capability perspective: Evidence from Miluo, China (2000–2017)",2019,"Journal of Cleaner Production","240",, 118216,"","",,,"10.1016/j.jclepro.2019.118216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071724652&doi=10.1016%2fj.jclepro.2019.118216&partnerID=40&md5=9e87918343011def7346166d1b718bdb","Business School, Central South University, Changsha, Hunan  410083, China; Institute of Local Governance, Central South University, Changsha, 410083, China","Wang, C., Business School, Central South University, Changsha, Hunan  410083, China; Lu, F.-H., Business School, Central South University, Changsha, Hunan  410083, China; Sun, Q., Business School, Central South University, Changsha, Hunan  410083, China; Zuo, L.-S., Institute of Local Governance, Central South University, Changsha, 410083, China; Geng, H.-J., Business School, Central South University, Changsha, Hunan  410083, China","Lu, F.-H.; Business School, Central South UniversityChina; email: lufenghua17@csu.edu.cn",,"Elsevier Ltd",09596526,,JCROE,,"English","J. Clean. Prod.",Article,"Final",,Scopus,2-s2.0-85071724652
"Lin Z., Xu Y., Dai X., Wang Q., Gao B., Xiang J., Yuan J.","57211742243;57210558289;57204687726;57211995547;57212838461;57188628168;57212186021;","Changes in the plain river system and its hydrological characteristics under urbanization–case study of Suzhou City, China",2019,"Hydrological Sciences Journal","64","16",,"2068","2079",,,"10.1080/02626667.2019.1645957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074476656&doi=10.1080%2f02626667.2019.1645957&partnerID=40&md5=61c616db1026aafc51c1d5880edf7984","Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China","Lin, Z., Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China; Xu, Y., Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China; Dai, X., Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China; Wang, Q., Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China; Gao, B., Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China; Xiang, J., Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China; Yuan, J., Department of Physical Geography, School of Geographic and Oceanographic Sciences, Nanjing University, Nanjing, China","Xu, Y.No. 163 Xianlin Avenue, China; email: xypnju@163.com",,"Taylor and Francis Ltd.",02626667,,HSJOD,,"English","Hydrol. Sci. J.",Article,"Final",,Scopus,2-s2.0-85074476656
"Solomon G.T., Alabduljader N., Ramani R.S.","24333123000;57201494203;57194218146;","Knowledge management and social entrepreneurship education: lessons learned from an exploratory two-country study",2019,"Journal of Knowledge Management","23","10",,"1984","2006",,,"10.1108/JKM-12-2018-0738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073947528&doi=10.1108%2fJKM-12-2018-0738&partnerID=40&md5=952c0ddba58b1fd6f8cfdce6c1f113ae","Department of Management School of Business, George Washington University, Washington DC, DC, United States; Department of Management and Marketing, College of Business Administration, Kuwait University, Safat, Kuwait; Department of Managerial Studies, College of Business, Purdue University Northwest, Hammond, IN, United States","Solomon, G.T., Department of Management School of Business, George Washington University, Washington DC, DC, United States; Alabduljader, N., Department of Management and Marketing, College of Business Administration, Kuwait University, Safat, Kuwait; Ramani, R.S., Department of Managerial Studies, College of Business, Purdue University Northwest, Hammond, IN, United States","Solomon, G.T.; Department of Management School of Business, George Washington UniversityUnited States; email: gsolomon@gwu.edu",,"Emerald Group Publishing Ltd.",13673270,,,,"English","J. Knowl. Manag.",Article,"Final",,Scopus,2-s2.0-85073947528
